Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
Q13489;Q13490	BIRC3;BIRC2	0.828637639290555	7402.56917796416	8025.34155273438	-0.116716482195142	0.875209279153315
Q9Y6K0	CEPT1	0.828695535218996	117165.005055147	112916.84375	0.0532682438675861	0.875209279153315
Q16718	NDUFA5	0.829308132569348	135671.252412684	144530.751953125	-0.0912714126481984	0.875562409573117
Q9GZV1	ANKRD2	0.82962112597026	753140.161764706	822807.7109375	-0.127638687522505	0.875720270309889
Q9BV47	DUSP26	0.829909836519474	23327.452923943	24497.44921875	-0.0706616367388139	0.875852441732628
Q9BYD6	MRPL1	0.830570411519726	41409.6279871324	44210.9682617188	-0.0944707207216222	0.876376934116835
O14681	EI24	0.830906641970188	71837.984375	69943.2578125	0.0385412497553364	0.876559054949644
P05106	ITGB3	0.831547765380411	35378.7365004596	32569.3500976563	0.119323297916646	0.877062685399264
P00751	CFB	0.832183020816946	578233.0859375	535028.3828125	0.112033036989229	0.877387215610388
Q9H8T0	AKTIP	0.832095282210283	13618.531451057	13170.1115722656	0.0481940327136467	0.877387215610388
O75223	GGCT	0.832355798878414	185799.439797794	191977.3359375	-0.0471973653314878	0.877396697086121
O14548	COX7A2L	0.832719450254487	13297.9644990809	15328.6676025391	-0.205120983672829	0.877607337205053
P62979	RPS27A	0.833162226376276	6940647.42647059	6657273	0.060138696369811	0.877901268036528
Q5MNZ9	WIPI1	0.833571097270368	20759.3060661765	19884.3000488281	0.0620558875668552	0.878159364420327
P07996	THBS1	0.834141128486305	170923.840533088	153639.71875	0.15379302069265	0.878587106822874
P55036	PSMD4	0.834904046256995	170390.920496324	175413.5234375	-0.0419197388836763	0.879217805346712
Q9BRA2	TXNDC17	0.835709551378745	188440.148897059	178675.12890625	0.0767594735772516	0.879720193895841
Q9BTE1	DCTN5	0.835593457531596	39155.758214614	40678.72265625	-0.0550853586084934	0.879720193895841
P30085	CMPK1	0.835884240257707	307725.776654412	316739.171875	-0.0416545585971368	0.879731213174958
Q9NTM9	CUTC	0.836053721546019	336110.977941177	326918.1640625	0.0400037135877466	0.879736748442747
P51116	FXR2	0.837008539086544	280531.642463235	275814	0.0244625893521588	0.880336443191627
P63092;Q5JWF2	GNAS	0.83711664021246	357343.976102941	340471.90625	0.0697734706373938	0.880336443191627
Q9UK55	SERPINA10	0.836957076403668	8281.42835190717	7655.66809082031	0.113162900973827	0.880336443191627
Q15392	DHCR24	0.838684340785901	94319.9619715073	83646.0517578125	0.173248445026883	0.881811975189415
P35612	ADD2	0.839151249270346	60256.8518497243	55343.0224609375	0.122697796225384	0.881956688707327
Q8WVE0	EEF1AKMT1	0.839070362817126	9367.03779871324	10603.8432617188	-0.17905850619393	0.881956688707327
P10620	MGST1	0.839340894035197	125555.448414522	99758.3013305664	0.331801368655692	0.881982967702344
Q13057	COASY	0.839624865909276	150279.359375	146423.5625	0.0374892872046253	0.882108336276915
P48449	LSS	0.839983324823607	154076.552849265	158069.77734375	-0.0369233490195036	0.882311896290208
Q02978	SLC25A11	0.840685361823178	2020859.71323529	2119887.875	-0.069019466163315	0.88287619746849
Q9H074	PAIP1	0.840967641879408	62069.6107536765	60085.90625	0.0468364562127912	0.882999540875733
Q6P3S6	FBXO42	0.841287373276317	13530.8799689798	13070.337890625	0.0498488539255475	0.883162151409216
Q9NQ79	CRTAC1	0.842818409241586	17137.1520565257	18782.1115722656	-0.132308702130068	0.884422765584167
Q9NX40	OCIAD1	0.842758742666528	77552.4076286765	80182.2001953125	-0.0481284274164825	0.884422765584167
P02538	KRT6A	0.84338329150221	422343.635799632	358938.11328125	0.234678170610334	0.884842203795013
P02462	COL4A1	0.844199531806854	382897.994255515	449327.9765625	-0.230811999234153	0.885351779931346
Q9NQX3	GPHN	0.844051538417681	69751.7674632353	68032.474609375	0.0359850019421831	0.885351779931346
Q5VWQ8	DAB2IP	0.846741021662119	3791.67843807445	4603.24169921875	-0.280126951208141	0.88784334567312
Q13393	PLD1	0.847116807247723	3538.40943459903	3887.10809326172	-0.135967333786048	0.88806354920275
P04049	RAF1	0.847471097430696	16741.9856962316	16382.9797363281	0.0311848138741742	0.88826113655571
O14791	APOL1	0.848226186698454	226992.000919118	215540.91015625	0.0746730431167106	0.888878654566435
Q8TCT8	SPPL2A	0.848394984674489	50675.5087316177	53699.0146484375	-0.0836338147673881	0.888881661040727
P0DI81;P0DI82	TRAPPC2;TRAPPC2B	0.850088543137821	11110.4700425092	11394.5632324219	-0.0365523793578758	0.890481878292786
A3KMH1	VWA8	0.851319463394092	35252.3065257353	36370.1762695313	-0.0450779295259834	0.891595045276048
Q96PP8	GBP5	0.851484086546997	11288.5124080882	12374.0190429688	-0.132575363907946	0.891595045276048
Q9UK41	VPS28	0.851680152711536	11631.7405359605	11030.3072509766	0.0764632273820517	0.891626065678269
Q00577	PURA	0.852730641438401	230968.396139706	239599.734375	-0.0529368716426837	0.892472328681489
Q96RQ3	MCCC1	0.852821700675853	52043.0893841912	49176.3325195313	0.0817131236387364	0.892472328681489
Q9Y316	MEMO1	0.853076440817401	100329.268841912	103458.47265625	-0.0443232014303783	0.892564549503675
Q5VT25	CDC42BPA	0.854611515806812	5188.41480928309	6193.15344238281	-0.255613295663161	0.893996073067192
Q8TD30	GPT2	0.854828836971172	108886.804342831	114895.86328125	-0.0775102836455079	0.894048824610419
O75874	IDH1	0.855007894901942	777663.209558824	755604.984375	0.0415113601208813	0.894061544600762
Q8NBL1	POGLUT1	0.856279077014083	57336.6010454963	71586.9453125	-0.32026028953163	0.895059745843666
Q99836	MYD88	0.856296658101323	9231.00160845588	10101.8747558594	-0.13020676693087	0.895059745843666
Q8N1G4	LRRC47	0.857085606355251	726038.183823529	715016.53125	0.0220668092503042	0.895635266823689
Q99797	MIPEP	0.857181633937849	31289.8857996324	31995.9775390625	-0.0322392402757555	0.895635266823689
O75594	PGLYRP1	0.857425869120567	6023.61288631664	6853.71664428711	-0.186467973363079	0.895715752901498
P16219	ACADS	0.857775236487642	981041.988970588	1024297.84375	-0.0622498986799756	0.895906013231487
O75438	NDUFB1	0.859021101307403	41705.6325252757	38809.6313476563	0.103790336810038	0.896846922872394
P13805	TNNT1	0.858968742368914	77925466.6470588	74444041	0.0659384994500115	0.896846922872394
Q9HCE1	MOV10	0.859297866776176	58947.5472196691	61161.423828125	-0.0532137963457638	0.896846922872394
Q9Y676	MRPS18B	0.85934576350644	28868.6905445772	29715.9936523438	-0.0417825018266333	0.896846922872394
Q02094	RHAG	0.859633336380864	237020.109202665	218755.063476563	0.115686459005304	0.896972298985642
Q5VTQ0	TTC39B	0.860504023385056	3557.42774155561	4037.02014160156	-0.182813653795862	0.897600696720242
Q9NZC3	GDE1	0.860570688511324	38567.8084788603	37358.8413085938	0.0459088436860195	0.897600696720242
O60333	KIF1B	0.862752838985488	22380.8193359375	21922.4580078125	0.0297874787765908	0.899701568706494
Q6UXH9	PAMR1	0.863127910322293	16253.4444508272	17776.7387695313	-0.129326344644555	0.899816740447518
Q9NR56	MBNL1	0.8631992214224	97231.4825942096	102360.372070313	-0.0741759657661059	0.899816740447518
Q8WYN0	ATG4A	0.863627239024683	13690.935546875	14228.9816894531	-0.0557127713812256	0.900087766430978
O75477	ERLIN1	0.863815351649956	43653.2065716912	45306.482421875	-0.0536616958167256	0.900108702351452
P42025	ACTR1B	0.864038947571979	33447.0510110294	34216.1708984375	-0.0328414659709415	0.90016659707178
P11171	EPB41	0.864447137361137	280129.875574449	260947.046875	0.102333249798558	0.900416744087811
Q7LG56	RRM2B	0.864663534890961	99311.8915441176	100946.439453125	-0.0235659363421244	0.900467059955458
P98160	HSPG2	0.865737105098406	2174091.45588235	2017012.96875	0.108191555104486	0.901342059775043
Q9UMS6	SYNPO2	0.865840253799211	2391390.41911765	2330413.90625	0.0372628494386805	0.901342059775043
P15954	COX7C	0.866958168331114	349142.793198529	327940.015625	0.0903808426917568	0.902155187985583
Q7KZ85	SUPT6H	0.866810027979858	8727.34175738166	10179.978515625	-0.222262030147902	0.902155187985583
Q99943	AGPAT1	0.868193141633112	72925.9200367647	76987.1064453125	-0.0782039050506602	0.903264839722
Q7Z6K1	THAP5	0.869904350015877	12126070.8529412	12458549.5	-0.039024069339767	0.904869437482535
Q5T3F8	TMEM63B	0.870096924871117	4903.47116268382	5184.38171386719	-0.0806468013540623	0.904894045143578
P26678	PLN	0.870309889454929	141153.703814338	151447.541015625	-0.101560694950646	0.90493984429543
O60662	KLHL41	0.871914684673465	22865085.8235294	23432973	-0.0353937314400465	0.906256687193588
Q07021	C1QBP	0.871874640540393	220255.963235294	215713.67578125	0.0300567482241939	0.906256687193588
P25786	PSMA1	0.872491629452987	1234135.44117647	1211973.96875	0.0261408301478494	0.906680438211378
P78318	IGBP1	0.876097098465157	15459.4959788603	16175.5739746094	-0.0654128084446024	0.909880240259957
P78383	SLC35B1	0.876143724959091	6992.74821920956	7346.15234375	-0.0713256288556266	0.909880240259957
Q16352	INA	0.87625016977807	9196.70492015165	9572.70190429688	-0.0579598339328536	0.909880240259957
Q9H497	TOR3A	0.875899186667006	4287.94610236673	3896.46789550781	0.137749632750567	0.909880240259957
P26440	IVD	0.877005597690206	167697.023897059	163188.93359375	0.0393050186601073	0.910488175741557
Q15185	PTGES3	0.877255032723508	395809.155330882	381253.90625	0.0540490800009574	0.910570666595588
P01704	IGLV2-14	0.879636032215113	94366.8952780331	108301.804199219	-0.198717854425298	0.912480055357075
P02533	KRT14	0.879775898062216	199962.245289522	219484.91015625	-0.134400697658276	0.912480055357075
Q9H4B7	TUBB1	0.879468604270877	20156.0331420898	21881.5161132813	-0.118566899192113	0.912480055357075
Q9HCG7	GBA2	0.879528740633302	3212.69478113511	3017.91033935547	0.0897560155960961	0.912480055357075
P08572	COL4A2	0.880274870982029	1662966.95496324	1911649.1015625	-0.201058983200833	0.912820844725266
Q9Y3A6	TMED5	0.880985661015409	86448.4797794118	88125.8125	-0.0277404306482337	0.913381108198093
Q9Y5U8	MPC1	0.882610633060961	41058.7624080882	40029.2729492188	0.0365986895576632	0.914888769602857
P17535	JUND	0.882936828639477	1120477.43480009	1243702.4375	-0.150528919374827	0.91504983382118
O95816	BAG2	0.883576000412679	99602.3244485294	97632.29296875	0.028806220352219	0.915358080489406
Q9UKU7	ACAD8	0.883572397344194	162057.388327206	158426.474609375	0.0326822454357839	0.915358080489406
P35556	FBN2	0.885247598269035	506280.006663603	447068.361328125	0.17943683425705	0.91655805642196
Q14914	PTGR1	0.88513009395184	50399.5050264246	48504.0322265625	0.0552751354829655	0.91655805642196
Q8WVJ2	NUDCD2	0.885097296107407	27972.0592256434	27014.7763671875	0.0501843228627759	0.91655805642196
Q5TGZ0	MICOS10	0.886165520851449	31382.7275247013	34291.9851074219	-0.12794274750027	0.917331148831152
P11277	SPTB	0.886757423999628	1418370.37867647	1462491.3125	-0.0441947289363432	0.917589244807033
P23497	SP100	0.886613758942765	129107.899126838	117463.942382813	0.136347024666543	0.917589244807033
Q3LIE5	ADPRM	0.887437041578934	3974.25469611673	3697.89221191406	0.103591072823951	0.918115147110535
P08697	SERPINF2	0.889261973590699	35797.4509420956	34129.5668945313	0.068792482799092	0.919825524720096
Q92995	USP13	0.891825122042682	65217.531652114	63771.1865234375	0.0323324921418384	0.922298683162673
O00443	PIK3C2A	0.892642420222049	21823.049029182	20471.337890625	0.0921768193346748	0.922965729613881
Q8NB14	USP38	0.893169592267289	35384.2501723346	33091.0012207031	0.0966248069876057	0.92315444834572
Q9NT22	EMILIN3	0.893046698796291	11638.9236665614	10148.4213867188	0.197560165765147	0.92315444834572
Q9UPQ0	LIMCH1	0.893592685787765	129111.702205882	126750.52734375	0.0266166354293597	0.923413583673815
Q53EU6	GPAT3	0.895861096894805	23473.1583754596	24274.857421875	-0.0485102790992682	0.925468248592197
Q9UQ16	DNM3	0.895926514317553	22435.1085707721	22090.7260742188	0.022252021727718	0.925468248592197
Q5SZI1	LDLRAD2	0.896834498866426	13280.3693991268	12073.0454101563	0.137386144209242	0.926227570932609
Q00536	CDK16	0.897187204960084	13874.4565716912	14090.2817382813	-0.0223715789191425	0.926413233803233
Q7Z7A4	PXK	0.898086087654166	15251.5403262868	15561.3666992188	-0.0291065249731325	0.927162684826242
P22894	MMP8	0.899672519764371	1782.73511460248	1671.92761230469	0.0917173366938026	0.92849154811729
Q14642	INPP5A	0.89971992276962	15888.8028205423	15170.2180175781	0.0666735088507099	0.92849154811729
P24043	LAMA2	0.900157196182029	1032442.38602941	1012025.171875	0.02881467649743	0.928763886738661
Q5TA50	CPTP	0.900526989159126	26140.436221852	25417.9829101563	0.0403769115545912	0.928787655164697
Q99447	PCYT2	0.900496292628014	83895.7412683824	85528.05078125	-0.0278169506007334	0.928787655164697
P18577;Q02161	RHCE;RHD	0.900761655848214	172695.181927849	181489.626953125	-0.0716672091823595	0.928850854740883
P01701	IGLV1-51	0.901745196980333	128003.69152114	118047.25390625	0.116808714654725	0.929604069582378
Q9BXW7	HDHD5	0.901839154306443	155995.987821691	152401.607421875	0.0336213380174721	0.929604069582378
Q9HBL7	PLGRKT	0.902273924645098	227863.479319853	224356.05078125	0.0223731923242505	0.92987330017772
Q8N766	EMC1	0.902637278296943	123935.609375	122940.44140625	0.0116194595397758	0.930068840130165
Q5T1C6	THEM4	0.903208487057602	13707.2515797335	14021.8564453125	-0.0328409276635241	0.930478435609148
Q08462	ADCY2	0.903400090330927	2885.27622357537	2700.54870605469	0.0949227502608085	0.930496882119357
Q7Z392	TRAPPC11	0.903743268038376	9920.86000689338	9798.88330078125	0.017700619153276	0.930671412318643
P29508	SERPINB3	0.904000703979784	29822.2117704504	31745.6501464844	-0.0902171097811717	0.930757595852336
Q8N465	D2HGDH	0.904467044620716	102091.314912684	104331.375	-0.0313267659469553	0.931058792858027
Q16531	DDB1	0.905109665060583	629726.244485294	635797.625	-0.0138451020617769	0.931427660749332
Q9BVC4	MLST8	0.905173119630581	6091.5454676011	5801.99514770508	0.0700105738194279	0.931427660749332
P24539	ATP5PB	0.905666619012276	3062829.58088235	3146906.125	-0.0390695047815226	0.931756496648504
P13647	KRT5	0.906635736440959	77328.0130974265	71637.5595703125	0.110254814750805	0.932574431665557
Q9NUJ1	ABHD10	0.907108961190092	135485.566176471	137073.244140625	-0.0168183546524168	0.932882070473281
Q6UWE0	LRSAM1	0.908101468801633	15196.0300436581	15400.5280761719	-0.0193790268489167	0.933723525598915
Q96QE5	TEFM	0.908339579598217	3587.43375172335	3447.81756591797	0.0568503743822211	0.933789124526511
Q6ZV29	PNPLA7	0.910868223453596	3593.45224896599	3377.38366699219	0.0890373376878443	0.936208954919592
P62341	SELENOT	0.911415702344299	13929.6556037454	14348.9287109375	-0.0428839805039494	0.936371585609029
Q9NW13	RBM28	0.911247080500259	263200.828527114	289271.72265625	-0.136266258370371	0.936371585609029
Q9UNZ2	NSFL1C	0.911550834226449	363168.988970588	359874.84375	0.0131417497659803	0.936371585609029
Q16134	ETFDH	0.912552272340515	695555.521139706	711462.109375	-0.0326232731737072	0.937060178453329
Q8N6M3	FITM2	0.912571019412175	18849.6568818934	19382.7756347656	-0.0403113484266416	0.937060178453329
P04040	CAT	0.913556435975604	3679668.82352941	3551379.84375	0.0511958464115325	0.937892262844253
P07225	PROS1	0.914632523339824	83763.3270909927	80688.6889648438	0.0539344188050497	0.938817096672051
P07099	EPHX1	0.916364912538079	1810350.30147059	1846121.3125	-0.028229255321442	0.939894222086891
P10619	CTSA	0.916383707664707	18290.4441061581	17000.46484375	0.105431051151482	0.939894222086891
P13645	KRT10	0.916230140948523	715103.642463235	753143.09375	-0.074773560111312	0.939894222086891
Q13011	ECH1	0.916060524218794	2568940.47794118	2610085.9375	-0.0229243977363425	0.939894222086891
Q14BN4	SLMAP	0.916829864708637	109443.157169118	106659.21484375	0.0371596150515603	0.940171819533724
P82909	MRPS36	0.91748844810949	128241.308823529	125872.880859375	0.0268821034101655	0.940667103640678
O43151	TET3	0.91892858837643	6232.823428729	6813.46097564697	-0.128713701416331	0.941963346332287
P34949	MPI	0.919594999591342	339964.331801471	346253.8671875	-0.0264509603952659	0.942466120683149
P29536	LMOD1	0.919999399345004	149107.772977941	158774.08203125	-0.0906290482613105	0.942700226145981
Q13158	FADD	0.920681288163625	6182.15734145221	6008.41107177734	0.0408867602223587	0.943218523750725
Q16610	ECM1	0.921650532969089	28568.6939912684	27192.4514160156	0.0711758143710267	0.944030957001034
Q9HBH5	RDH14	0.923381138106208	95637.4600183823	94743.3515625	0.0135358791001392	0.945622778978198
Q9NSK0	KLC4	0.923654579255093	5114.21647733801	5019.47155761719	0.0266903505570389	0.945722014730416
Q8N543	OGFOD1	0.924374497331188	4521.32130342371	4418.14392089844	0.0329775280882561	0.94627826910055
A0A075B6Q5	IGHV3-64	0.924939155481563	29045.3268612132	27017.5659179688	0.104354963469136	0.946418634645675
P07359	GP1BA	0.924691171380403	27176.9065085018	28508.3928222656	-0.0690560674240204	0.946418634645675
P12883	MYH7	0.925041622364151	299411980.235294	292877952	0.0318323530309103	0.946418634645675
A0A0B4J2D9;P0DP09	IGKV1D-13;IGKV1-13	0.925900935954306	74248.5965073529	66703.5891113281	0.154577736774653	0.946755356729761
O75882	ATRN	0.925618558605617	19448.5421070772	18621.0952148438	0.0626466096312887	0.946755356729761
P23921	RRM1	0.925765011021698	9903.79408892463	10081.2642822266	-0.0257664520086333	0.946755356729761
A1A4S6	ARHGAP10	0.926567914356534	11207.1396915211	11415.994140625	-0.0267647511818393	0.947256549085487
P05091	ALDH2	0.928600938032124	1631783.71323529	1670749.40625	-0.0340463787789599	0.94915383038315
P14060	HSD3B1	0.929406159246184	216763.097426471	223007.951171875	-0.0409824507416051	0.949720232742131
P54868	HMGCS2	0.929509647240432	81633.2459200691	75860.51171875	0.105788702219423	0.949720232742131
P10606	COX5B	0.930228020726514	511571.955882353	526153.3984375	-0.0405490376288828	0.950272979983206
Q9Y5H7	PCDHA5	0.930829993344831	9199.00287224265	9915.61535644531	-0.108370309434564	0.950706629999668
Q9UGM5	FETUB	0.931045311833624	24805.1494427849	24204.9091796875	0.0352803658309013	0.950745279354313
A0A0A0MS14	IGHV1-45	0.931290711753296	16826.195714614	15959.4677734375	0.0762060952069594	0.950814626045818
P08519	LPA	0.932306782324798	6997.46048871209	7653.3720703125	-0.129452594857032	0.951617624776598
Q7L8L6	FASTKD5	0.932432501857824	4759.77546243107	4849.9716796875	-0.0273802395361512	0.951617624776598
